master_id,Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,Segment,interested_in_categories_12,
3b048dea-116e-11ea-9f3a-000d3a38a36f,296,8,1300.42,1,5,5,155,cant_loose,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",
3b08f95c-2d5c-11ea-827e-000d3a38a36f,115,3,530.45,3,2,3,323,about_to_sleep,[ERKEK],
3b1270f4-aa5d-11e9-a2fc-000d3a38a36f,268,7,724.06,1,5,4,154,cant_loose,"[ERKEK, AKTIFSPOR]",
3b3aad7a-5b2f-11ea-bf2c-000d3a38a36f,135,3,340.95,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
3b5d82f2-aa3d-11ea-b736-000d3a38a36f,44,2,572.92,5,1,3,513,new_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
3b697668-d714-11e9-93bc-000d3a38a36f,167,3,511.96,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",
3b7228ce-7300-11eb-a9a7-000d3a38a36f,119,2,309.92,3,1,2,312,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]",
3bfdb582-4e59-11ea-99ba-000d3a38a36f,158,3,383.95,3,2,2,322,about_to_sleep,"[ERKEK, AKTIFSPOR]",
3c0d1ac4-8d4f-11ea-8f41-000d3a38a36f,128,2,384.96,3,1,2,312,about_to_sleep,"[ERKEK, AKTIFSPOR]",
3c1db156-994b-11ea-b97a-000d3a38a36f,394,9,1467.6,1,5,5,155,cant_loose,"[ERKEK, AKTIFSPOR]",
3c2bf5b0-5bb4-11ea-81c0-000d3a38a36f,161,2,534.97,3,1,3,313,about_to_sleep,"[ERKEK, AKTIFSPOR]",
3c3381d6-f80d-11ea-a533-000d3a38a36f,248,7,468.19,2,5,3,253,cant_loose,[ERKEK],
3c3decf4-2d08-11eb-8b78-000d3a38a36f,157,2,303.94,3,1,2,312,about_to_sleep,"[ERKEK, COCUK, AKTIFSPOR]",
3c68119e-5439-11ea-b1db-000d3a38a36f,164,3,346.47,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, ERKEK]",
3c9ee278-aa11-11e9-a2fc-000d3a38a36f,154,3,410.94,3,2,2,322,about_to_sleep,"[COCUK, KADIN]",
3ca62200-a3ad-11e9-a2fc-000d3a38a36f,141,2,425.96,3,1,2,312,about_to_sleep,"[ERKEK, AKTIFSPOR]",
3cae55ec-9dcc-11e9-9897-000d3a38a36f,364,7,1259.9,1,5,5,155,cant_loose,[ERKEK],
3cd89598-1e8e-11eb-9dc3-000d3a38a36f,162,2,439.97,3,1,2,312,about_to_sleep,"[ERKEK, AKTIFSPOR]",
3d0033c2-adcf-11e9-a2fc-000d3a38a36f,142,2,157.46,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]",
3d307a80-ab0b-11e9-a2fc-000d3a38a36f,293,7,951.85,1,5,4,154,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
3d690368-ae40-11e9-a2fc-000d3a38a36f,164,3,400.96,3,2,2,322,about_to_sleep,[ERKEK],
3da84cd6-b178-11e9-89fa-000d3a38a36f,267,12,1761.96,1,5,5,155,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]",
3dbe7886-185b-11ea-9213-000d3a38a36f,189,9,678.91,2,5,4,254,cant_loose,[COCUK],
3e01ef60-9fc2-11e9-a2fc-000d3a38a36f,189,7,1503.69,2,5,5,255,cant_loose,"[COCUK, KADIN, AKTIFSPOR]",
3e06e4c6-55aa-11eb-9e65-000d3a38a36f,140,2,425.93,3,1,2,312,about_to_sleep,"[ERKEK, AKTIFSPOR]",
3e423638-be25-11ea-aa61-000d3a38a36f,154,3,652.66,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]",
3e6466fc-b112-11e9-9757-000d3a38a36f,244,12,1859.21,2,5,5,255,cant_loose,"[COCUK, AKTIFSPOR]",
3e725b46-94a5-11ea-85df-000d3a38a36f,121,2,438.93,3,1,2,312,about_to_sleep,[COCUK],
3e8dba14-a705-11e9-a2fc-000d3a38a36f,235,7,1567.35,2,5,5,255,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",
3ea07308-a744-11ea-bd63-000d3a38a36f,48,2,183.98,5,1,1,511,new_customers,[ERKEK],
3ebc7fc6-2d9f-11eb-8062-000d3a299ebf,138,2,326.96,3,1,2,312,about_to_sleep,[ERKEK],
3ed92220-aecf-11e9-a2fc-000d3a38a36f,182,7,1184.86,2,5,5,255,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
3f03a4ea-28ff-11eb-b7dd-000d3a38a36f,170,2,166.64,3,1,1,311,about_to_sleep,"[ERKEK, AKTIFSPOR]",
3f0dfccc-24f1-11eb-86c1-000d3a38a36f,174,3,446.82,3,2,2,322,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
3f118c82-a146-11e9-a2fc-000d3a38a36f,184,8,616.39,2,5,3,253,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",
3f331854-a4b4-11e9-a2fc-000d3a38a36f,137,3,199.95,3,2,1,321,about_to_sleep,[COCUK],
3f3add64-ad74-11e9-a2fc-000d3a38a36f,277,9,1554.92,1,5,5,155,cant_loose,[ERKEK],
3f6d1e4e-ee0d-11e9-9346-000d3a38a36f,238,12,2538.78,2,5,5,255,cant_loose,"[COCUK, AKTIFSPOR]",
3f7aa818-b0e4-11e9-9757-000d3a38a36f,162,3,463.94,3,2,3,323,about_to_sleep,[AKTIFCOCUK],
3f927872-a7d3-11e9-a2fc-000d3a38a36f,264,7,1112.72,1,5,5,155,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",
3fda4522-b178-11e9-89fa-000d3a38a36f,375,7,792.44,1,5,4,154,cant_loose,[ERKEK],
3ff9a700-a24b-11e9-a2fc-000d3a38a36f,165,2,133.98,3,1,1,311,about_to_sleep,[ERKEK],
4003b674-56a9-11ea-b9b9-000d3a38a36f,165,2,435.96,3,1,2,312,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
40150444-d71d-11e9-93bc-000d3a38a36f,119,3,385.89,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]",
4044b462-9cff-11e9-9897-000d3a38a36f,154,2,189.97,3,1,1,311,about_to_sleep,"[ERKEK, COCUK]",
4087a75a-a523-11e9-a2fc-000d3a38a36f,227,11,1507.54,2,5,5,255,cant_loose,"[COCUK, KADIN]",
409265f4-b12c-11e9-9757-000d3a38a36f,288,8,785.99,1,5,4,154,cant_loose,"[COCUK, KADIN, AKTIFSPOR]",
40ce17b6-d6de-11e9-93bc-000d3a38a36f,361,8,1221.4,1,5,5,155,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",
40eec926-39b1-11ea-85d6-000d3a38a36f,130,3,447.97,3,2,2,322,about_to_sleep,"[ERKEK, AKTIFSPOR]",
41081e4c-5bd7-11ea-90ca-000d3a38a36f,169,3,464.93,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]",
4146e988-3e36-11ea-b1ad-000d3a38a36f,148,2,336.97,3,1,2,312,about_to_sleep,[COCUK],
4159cc38-5b05-11ea-82d2-000d3a38a36f,121,3,549.95,3,2,3,323,about_to_sleep,"[ERKEK, AKTIFSPOR]",
416a442c-ae09-11e9-a2fc-000d3a38a36f,372,8,836.9,1,5,4,154,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",
41abf3ce-5b54-11ea-85a8-000d3a38a36f,139,2,212.96,3,1,1,311,about_to_sleep,"[ERKEK, COCUK, KADIN]",
41c16660-8b91-11ea-8ec0-000d3a38a36f,143,2,254.94,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, KADIN]",
4203a8ea-a258-11e9-a2fc-000d3a38a36f,59,2,79.98,5,1,1,511,new_customers,[ERKEK],
424df598-1b58-11ea-9812-000d3a38a36f,231,10,1627.6,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
4271fdf8-a59a-11eb-b07f-000d3a299ebf,133,3,242.64,3,2,1,321,about_to_sleep,[COCUK],
42813208-564c-11ea-b9b9-000d3a38a36f,219,7,829.88,2,5,4,254,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]",
42a6c718-5bf4-11ea-8384-000d3a38a36f,138,2,339.98,3,1,2,312,about_to_sleep,[ERKEK],
42bbabfe-a5cf-11ea-bd63-000d3a38a36f,156,3,599.88,3,2,3,323,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
42cf9314-9d31-11e9-9897-000d3a38a36f,161,3,370.84,3,2,2,322,about_to_sleep,[COCUK],
42fb6be6-a976-11e9-a2fc-000d3a38a36f,126,2,299.89,3,1,1,311,about_to_sleep,"[COCUK, AKTIFSPOR]",
42fd7290-7f00-11eb-b666-000d3a38a36f,116,2,209.98,3,1,1,311,about_to_sleep,[COCUK],
4321c57c-b1c1-11e9-89fa-000d3a38a36f,169,3,283.97,3,2,1,321,about_to_sleep,[ERKEK],
43271496-a2b7-11e9-a2fc-000d3a38a36f,163,3,761.51,3,2,4,324,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
435cf73e-a7ba-11e9-a2fc-000d3a38a36f,203,18,2210.59,2,5,5,255,cant_loose,"[ERKEK, KADIN]",
43978078-d191-11ea-b0fc-000d3a38a36f,43,2,175.48,5,1,1,511,new_customers,"[ERKEK, COCUK]",
43ba7d24-26bc-11ea-aaaa-000d3a38a36f,61,2,203.98,5,1,1,511,new_customers,[ERKEK],
43ed0660-a26c-11e9-a2fc-000d3a38a36f,238,8,1606.83,2,5,5,255,cant_loose,"[COCUK, KADIN]",
43edaeb2-1daf-11ea-8bf2-000d3a38a36f,176,7,1542.82,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
43f81f40-a5dd-11e9-a2fc-000d3a38a36f,261,7,1095.76,2,5,5,255,cant_loose,"[ERKEK, COCUK, KADIN]",
44147d1c-22fa-11ea-8523-000d3a38a36f,159,3,253.97,3,2,1,321,about_to_sleep,[COCUK],
443aa46c-a571-11e9-a2fc-000d3a38a36f,365,9,1368.87,1,5,5,155,cant_loose,"[COCUK, KADIN]",
446dece4-88d0-11ea-9c02-000d3a38a36f,121,3,332.8,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",
44a7e2f0-9b1d-11ea-a27a-000d3a38a36f,115,3,282.85,3,2,1,321,about_to_sleep,"[ERKEK, AKTIFSPOR]",
44bce73c-a540-11e9-a2fc-000d3a38a36f,301,7,1087.08,1,5,5,155,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
44c9d4d6-974f-11ea-a9c8-000d3a38a36f,125,2,343.37,3,1,2,312,about_to_sleep,[ERKEK],
44cb68d2-5eec-11ea-be5b-000d3a38a36f,41,2,155.97,5,1,1,511,new_customers,[COCUK],
44e17ce4-5bc1-11eb-8dbd-000d3a38a36f,146,2,629.73,3,1,3,313,about_to_sleep,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",
44ffd5ac-ee05-11e9-9346-000d3a38a36f,215,10,1793.34,2,5,5,255,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
4510fad2-b05a-11e9-9757-000d3a38a36f,394,9,1270.37,1,5,5,155,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
455770fa-a80f-11e9-a2fc-000d3a38a36f,379,9,884.86,1,5,4,154,cant_loose,"[COCUK, KADIN]",
456ac9fa-567f-11eb-9e65-000d3a38a36f,38,2,302.96,5,1,2,512,new_customers,"[ERKEK, KADIN]",
45ae5698-5684-11eb-9e65-000d3a38a36f,130,2,379.64,3,1,2,312,about_to_sleep,[ERKEK],
45b47a70-b1ab-11e9-89fa-000d3a38a36f,263,20,3530.71,1,5,5,155,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
45cb15d0-15e4-11ea-aa74-000d3a38a36f,214,8,1886.56,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
464c257e-13b6-11ea-a001-000d3a38a36f,299,8,810.65,1,5,4,154,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
4660bd3c-ee0d-11e9-9346-000d3a38a36f,215,9,1459.55,2,5,5,255,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]",
468e0206-a51f-11e9-a2fc-000d3a38a36f,224,7,1349.12,2,5,5,255,cant_loose,"[AKTIFCOCUK, COCUK]",
46985ca8-1a43-11ea-941b-000d3a38a36f,61,2,310.97,5,1,2,512,new_customers,[AKTIFCOCUK],
46bfbc7c-daf9-11ea-a65b-000d3a38a36f,45,2,209.97,5,1,1,511,new_customers,"[AKTIFCOCUK, AKTIFSPOR]",
472fe346-5b36-11ea-a35f-000d3a38a36f,121,2,264.98,3,1,1,311,about_to_sleep,[ERKEK],
4730571c-5b0a-11ea-a192-000d3a38a36f,149,3,537.18,3,2,3,323,about_to_sleep,[AKTIFCOCUK],
4736acf4-a956-11e9-a2fc-000d3a38a36f,200,13,2526.24,2,5,5,255,cant_loose,"[COCUK, AKTIFSPOR]",
473a1d4a-ffcc-11e9-a5e8-000d3a38a36f,231,7,879.83,2,5,4,254,cant_loose,[COCUK],
47b14ce6-9755-11ea-a9c8-000d3a38a36f,133,2,179.35,3,1,1,311,about_to_sleep,[ERKEK],
47b18f9e-ac46-11e9-a2fc-000d3a38a36f,236,7,766.4,2,5,4,254,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
47d7f524-9eab-11e9-9897-000d3a38a36f,386,8,533.6,1,5,3,153,cant_loose,"[ERKEK, KADIN]",
47df565c-a8f6-11e9-a2fc-000d3a38a36f,52,2,253.06,5,1,1,511,new_customers,"[AKTIFCOCUK, KADIN]",
481a841e-b003-11eb-bbf8-000d3a38a36f,45,2,272.84,5,1,1,511,new_customers,"[ERKEK, KADIN]",
48598e72-9f86-11ea-80cd-000d3a38a36f,153,3,258.85,3,2,1,321,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
485c5012-ddda-11e9-a848-000d3a38a36f,226,8,801.42,2,5,4,254,cant_loose,[ERKEK],
4865bbe6-63c3-11eb-add3-000d3a38a36f,133,2,570.77,3,1,3,313,about_to_sleep,"[ERKEK, AKTIFSPOR]",
4865ec8c-4377-11ea-8b43-000d3a38a36f,217,7,976.2,2,5,4,254,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
4882f4be-8763-11ea-ace9-000d3a38a36f,118,2,176.96,3,1,1,311,about_to_sleep,"[ERKEK, KADIN]",
4896788c-a6d5-11e9-a2fc-000d3a38a36f,289,19,2556.66,1,5,5,155,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]",
4899ae68-52f0-11ea-9ade-000d3a38a36f,122,3,442.96,3,2,2,322,about_to_sleep,"[COCUK, KADIN]",
48aef838-b118-11e9-9757-000d3a38a36f,393,9,805.81,1,5,4,154,cant_loose,[COCUK],
48b3e19e-9750-11ea-a9c8-000d3a38a36f,171,2,271.95,3,1,1,311,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
48bcc796-f66a-11e9-841e-000d3a38a36f,131,3,119.97,3,2,1,321,about_to_sleep,[COCUK],
49798902-a57b-11e9-a2fc-000d3a38a36f,288,7,935.31,1,5,4,154,cant_loose,"[COCUK, KADIN]",
497f782c-a151-11e9-a2fc-000d3a38a36f,222,7,774.17,2,5,4,254,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",
49877a0a-af2e-11e9-a2fc-000d3a38a36f,191,7,1465.35,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
49942220-190c-11eb-8d74-000d3a38a36f,51,2,142.97,5,1,1,511,new_customers,[COCUK],
49bd7b14-b06e-11e9-9757-000d3a38a36f,195,10,1052.39,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
49de2b4a-2f73-11eb-9c24-000d3a38a36f,149,3,329.93,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",
49e983d8-a17a-11e9-a2fc-000d3a38a36f,135,3,398.26,3,2,2,322,about_to_sleep,[COCUK],
4a711e3a-f12d-11e9-9346-000d3a38a36f,59,2,224.47,5,1,1,511,new_customers,[COCUK],
4a796c0c-54d2-11eb-9e65-000d3a38a36f,161,2,504.84,3,1,3,313,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]",
4aaa8c08-a4dc-11e9-a2fc-000d3a38a36f,165,2,274.97,3,1,1,311,about_to_sleep,"[COCUK, KADIN]",
4ab65e58-aacb-11e9-a2fc-000d3a38a36f,121,3,306.97,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
4add0618-2e99-11eb-a8d1-000d3a299ebf,140,3,365.88,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, KADIN]",
4ae93d56-2c61-11ea-b752-000d3a38a36f,129,3,648.95,3,2,3,323,about_to_sleep,"[ERKEK, KADIN]",
4aeae12c-fe2d-11e9-a5e8-000d3a38a36f,153,3,459.92,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",
4b041628-a956-11e9-a2fc-000d3a38a36f,253,9,802.86,2,5,4,254,cant_loose,"[COCUK, KADIN]",
4b0f84e8-55a5-11eb-9e65-000d3a38a36f,156,3,227.84,3,2,1,321,about_to_sleep,"[AKTIFCOCUK, COCUK]",
4b34ca7a-483e-11ea-b6c0-000d3a38a36f,57,2,317.22,5,1,2,512,new_customers,"[ERKEK, KADIN]",
4b5efa90-a5b2-11e9-a2fc-000d3a38a36f,268,8,856.38,1,5,4,154,cant_loose,"[ERKEK, AKTIFSPOR]",
4b6dba7c-b14b-11e9-9757-000d3a38a36f,199,8,945.46,2,5,4,254,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]",
4b70e2ea-3dac-11ea-9e19-000d3a38a36f,355,14,1781.39,1,5,5,155,cant_loose,[ERKEK],
4b7eaf2a-b0e3-11e9-9757-000d3a38a36f,212,27,3069.65,2,5,5,255,cant_loose,"[ERKEK, KADIN]",
4bbac326-3094-11ea-a6ce-000d3a38a36f,394,9,953.05,1,5,4,154,cant_loose,[ERKEK],
4be27d1c-d61c-11e9-93bc-000d3a38a36f,325,7,731.89,1,5,4,154,cant_loose,[COCUK],
4c270cc4-9dab-11e9-9897-000d3a38a36f,207,18,1786.94,2,5,5,255,cant_loose,"[ERKEK, COCUK, AKTIFSPOR]",
4c2b94ac-5411-11ea-b1db-000d3a38a36f,164,2,349.97,3,1,2,312,about_to_sleep,[ERKEK],
4c3b7e74-9f28-11e9-9897-000d3a38a36f,305,8,1160.15,1,5,5,155,cant_loose,[ERKEK],
4c4cce84-f119-11e9-9346-000d3a38a36f,168,3,622.81,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]",
4c6f5e56-5436-11ea-b1db-000d3a38a36f,128,3,241.97,3,2,1,321,about_to_sleep,"[ERKEK, KADIN]",
4ca9c082-a9a0-11e9-a2fc-000d3a38a36f,120,3,588.05,3,2,3,323,about_to_sleep,"[ERKEK, AKTIFSPOR]",
4ccb9578-a5a8-11e9-a2fc-000d3a38a36f,264,18,1193.06,1,5,5,155,cant_loose,[ERKEK],
4cd61b60-a5da-11e9-a2fc-000d3a38a36f,133,3,444.63,3,2,2,322,about_to_sleep,"[COCUK, KADIN]",
4cdd8388-9fb2-11e9-a2fc-000d3a38a36f,234,16,1935.78,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
4d1248ac-2301-11ea-8523-000d3a38a36f,123,3,437.45,3,2,2,322,about_to_sleep,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",
4d819e16-5b49-11ea-9737-000d3a38a36f,159,3,696.32,3,2,4,324,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK]",
4dc5ed3e-bbaa-11ea-a0c9-000d3a38a36f,59,2,251.07,5,1,1,511,new_customers,[COCUK],
4de069bc-a7f5-11e9-a2fc-000d3a38a36f,206,22,2023.48,2,5,5,255,cant_loose,[AKTIFCOCUK],
4de278b6-7b16-11ea-8f20-000d3a38a36f,137,2,202.97,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]",
4de64de4-c9ca-11ea-a31e-000d3a38a36f,134,2,295.04,3,1,1,311,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
4ead3892-9e2d-11e9-9897-000d3a38a36f,122,3,145.96,3,2,1,321,about_to_sleep,[ERKEK],
4eb068cc-1a11-11ea-941b-000d3a38a36f,246,22,1666.99,2,5,5,255,cant_loose,"[ERKEK, KADIN]",
4eb38320-a691-11e9-a2fc-000d3a38a36f,150,2,129.97,3,1,1,311,about_to_sleep,[ERKEK],
4ed03a44-a513-11e9-a2fc-000d3a38a36f,371,7,975.52,1,5,4,154,cant_loose,[ERKEK],
4ed6fd92-b0fe-11e9-9757-000d3a38a36f,291,11,1417.92,1,5,5,155,cant_loose,"[AKTIFCOCUK, KADIN]",
4ed84e34-ad45-11e9-a2fc-000d3a38a36f,164,2,145.98,3,1,1,311,about_to_sleep,[COCUK],
4f3c5c7e-6a38-11eb-b5d7-000d3a38a36f,135,3,746.94,3,2,4,324,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]",
4f4973f4-a4f6-11e9-a2fc-000d3a38a36f,146,3,588.15,3,2,3,323,about_to_sleep,[ERKEK],
4f62505a-7235-11eb-aa44-000d3a38a36f,130,2,194.98,3,1,1,311,about_to_sleep,"[ERKEK, COCUK]",
4f859bd2-9db1-11e9-9897-000d3a38a36f,264,14,1984.7,1,5,5,155,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
4f871f12-a51c-11e9-a2fc-000d3a38a36f,35,2,369.97,5,1,2,512,new_customers,"[AKTIFCOCUK, ERKEK, KADIN]",
4fa69378-9d57-11e9-9897-000d3a38a36f,288,8,1259.11,1,5,5,155,cant_loose,"[ERKEK, AKTIFSPOR]",
4fbb0cbe-9085-11ea-af25-000d3a38a36f,153,2,242.45,3,1,1,311,about_to_sleep,"[COCUK, KADIN]",
4fe90518-b220-11e9-b5cf-000d3a38a36f,177,17,1765.68,2,5,5,255,cant_loose,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
4ff1c4b0-ff2c-11e9-a5e8-000d3a38a36f,153,3,510.29,3,2,3,323,about_to_sleep,[AKTIFCOCUK],
50001284-2189-11ea-9618-000d3a38a36f,209,8,714.91,2,5,4,254,cant_loose,[ERKEK],
5054a94e-1db9-11ea-8bf2-000d3a38a36f,131,2,509.95,3,1,3,313,about_to_sleep,"[ERKEK, KADIN]",
506069d8-9f50-11e9-9897-000d3a38a36f,177,10,499.87,2,5,3,253,cant_loose,[ERKEK],
506d7a64-5bad-11ea-92cf-000d3a38a36f,137,2,205.97,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, COCUK]",
5088faba-d6eb-11e9-93bc-000d3a38a36f,169,3,498.96,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",
50a81a06-0185-11eb-9c30-000d3a38a36f,222,24,2544.18,2,5,5,255,cant_loose,"[ERKEK, KADIN]",
50be644a-b146-11e9-9757-000d3a38a36f,135,2,160.87,3,1,1,311,about_to_sleep,[ERKEK],
51546b1c-a79a-11e9-a2fc-000d3a38a36f,260,15,2821.04,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
51914cf4-aacd-11e9-a2fc-000d3a38a36f,314,7,442.88,1,5,2,152,cant_loose,[COCUK],
51f5abfe-b0a4-11e9-9757-000d3a38a36f,228,9,1543.68,2,5,5,255,cant_loose,"[ERKEK, AKTIFSPOR]",
51fb994e-d6fe-11e9-93bc-000d3a38a36f,128,3,249.36,3,2,1,321,about_to_sleep,[ERKEK],
5249b58c-2bfb-11ea-91ab-000d3a38a36f,354,37,4041.68,1,5,5,155,cant_loose,"[ERKEK, KADIN]",
5250a2d8-a925-11e9-a2fc-000d3a38a36f,212,7,1219.2,2,5,5,255,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]",
5258542e-a9cf-11e9-a2fc-000d3a38a36f,177,10,743.39,2,5,4,254,cant_loose,[AKTIFCOCUK],
52c42222-502c-11ea-99ba-000d3a38a36f,36,2,375.31,5,1,2,512,new_customers,[ERKEK],
52da40aa-41e2-11ea-96d9-000d3a38a36f,149,3,269.98,3,2,1,321,about_to_sleep,[ERKEK],
5312c8be-b03b-11e9-9757-000d3a38a36f,167,2,384.97,3,1,2,312,about_to_sleep,[ERKEK],
531920b8-2a44-11eb-b280-000d3a38a36f,32,2,520.72,5,1,3,513,new_customers,[AKTIFCOCUK],
53206d4c-190f-11ea-9213-000d3a38a36f,261,38,5576.47,2,5,5,255,cant_loose,"[COCUK, KADIN, AKTIFSPOR]",
534a048e-ae4a-11e9-a2fc-000d3a38a36f,160,3,542.82,3,2,3,323,about_to_sleep,"[AKTIFCOCUK, KADIN]",
53618b8c-9de6-11e9-9897-000d3a38a36f,232,7,816.2,2,5,4,254,cant_loose,[COCUK],
536d7fb2-aac7-11e9-a2fc-000d3a38a36f,356,7,1069.76,1,5,5,155,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]",
53b0691e-e431-11e9-ad00-000d3a38a36f,252,7,693.34,2,5,4,254,cant_loose,"[ERKEK, COCUK, KADIN]",
542af5f0-4c5c-11eb-806e-000d3a38a36f,126,2,209.98,3,1,1,311,about_to_sleep,"[AKTIFCOCUK, ERKEK]",
5451b712-a82f-11e9-a2fc-000d3a38a36f,245,11,1790.77,2,5,5,255,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]",
545d08e8-ac1b-11e9-a2fc-000d3a38a36f,162,3,448.67,3,2,2,322,about_to_sleep,"[ERKEK, COCUK]",
54603ade-d634-11e9-93bc-000d3a38a36f,286,7,810.42,1,5,4,154,cant_loose,[ERKEK],
546cdcd8-8bee-11ea-8ec0-000d3a38a36f,152,2,300.98,3,1,1,311,about_to_sleep,[ERKEK],
547f1fb8-1e90-11ea-aa32-000d3a38a36f,164,3,386.96,3,2,2,322,about_to_sleep,[COCUK],
54ab4dd6-2d99-11eb-8062-000d3a299ebf,121,3,292.52,3,2,1,321,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",
54b09480-b616-11ea-a78c-000d3a38a36f,61,2,210.46,5,1,1,511,new_customers,"[COCUK, KADIN, AKTIFSPOR]",
5548a57a-b25d-11ea-b736-000d3a38a36f,133,3,431.43,3,2,2,322,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]",
5549de46-61bc-11ea-8dd8-000d3a38a36f,151,3,318.93,3,2,2,322,about_to_sleep,[COCUK],
55592d44-9ea6-11e9-9897-000d3a38a36f,44,2,293.97,5,1,1,511,new_customers,[ERKEK],
55747b2c-9ef0-11e9-9897-000d3a38a36f,117,3,179.97,3,2,1,321,about_to_sleep,"[ERKEK, COCUK, AKTIFSPOR]",
55956072-ae44-11e9-a2fc-000d3a38a36f,348,8,1451.35,1,5,5,155,cant_loose,"[ERKEK, AKTIFSPOR]",
55b5fe84-c821-11ea-a167-000d3a38a36f,161,2,230.72,3,1,1,311,about_to_sleep,"[ERKEK, KADIN]",
561e3f5e-abb6-11e9-a2fc-000d3a38a36f,200,9,1169.69,2,5,5,255,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",
56200cdc-a9ed-11e9-a2fc-000d3a38a36f,236,9,1157.62,2,5,5,255,cant_loose,"[ERKEK, COCUK]",
